project_name,oneliner,git_namespace,git_url,platform,topics,rubric,last_commit_date,stargazers_count,number_of_dependents,stars_last_year,project_active,dominating_language,organization,organization_user_name,languages,homepage,refs,project_created,project_age_in_days,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,issues_closed_last_year,days_until_last_issue_closed,open_pullrequests,reviews_per_pr,development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,dependents_repos,organization_name,organization_github_url,organization_website,organization_location,organization_country,organization_form,organization_avatar,organization_public_repos,organization_created,organization_last_update
global-workflow,Global Superstructure/Workflow currently supporting the Finite-Volume on a Cubed-Sphere Global Forecast System.,NOAA-EMC,https://github.com/NOAA-EMC/global-workflow.git,github,,Earth and Climate Modeling,"2022/08/31, 01:54:14",50,0,21,true,Shell,NOAA Environmental Modeling Center (EMC),NOAA-EMC,"Shell,Fortran,Python,Perl,NCL,CMake,Lua,C++,Makefile,C,PLSQL",,,"2019/12/16, 13:38:50",993,CUSTOM,129,2957,"2022/08/31, 05:52:00",138,562,869,523,4,4,2.6,0.7223348196189704,"2022/08/03, 20:40:03",gfs.v16.2.2,0,38,false,,false,false,,,https://github.com/NOAA-EMC,http://www.emc.ncep.noaa.gov/,,,,https://avatars.githubusercontent.com/u/37810995?v=4,,,
sedproxy,An R package for modeling sediment archived climate proxy records.,EarthSystemDiagnostics,https://github.com/EarthSystemDiagnostics/sedproxy.git,github,,Earth and Climate Modeling,"2022/07/01, 12:52:55",6,0,2,true,R,EarthSystemDiagnostics,EarthSystemDiagnostics,R,https://earthsystemdiagnostics.github.io/sedproxy/,",https://doi.org/10.5194/cp-2018-13","2018/11/23, 11:13:05",1381,CUSTOM,25,339,"2022/08/31, 05:52:00",1,0,0,0,4,0,0,0.0030864197530864335,"2018/11/23, 13:37:13",v0.6.1,0,2,false,,false,false,,,https://github.com/EarthSystemDiagnostics,https://www.awi.de/en/science/geosciences/polar-terrestrial-environmental-systems/research-foci/earth-system-diagnostics.html,,,,https://avatars.githubusercontent.com/u/45169479?v=4,,,
pangeo,A community platform for Big Data geoscience.,pangeo-data,https://github.com/pangeo-data/pangeo.git,github,hacktoberfest,Earth and Climate Modeling,"2022/09/01, 12:20:48",614,0,77,true,Jupyter Notebook,Pangeo,pangeo-data,"Jupyter Notebook,Shell,Python",http://pangeo.io,,"2017/08/30, 00:48:30",1832,CUSTOM,62,486,"2022/09/01, 12:20:48",8,262,861,29,3,5,0.8,0.7872340425531915,,,0,75,false,,false,false,,,https://github.com/pangeo-data,http://pangeo.io,earth,,,https://avatars.githubusercontent.com/u/23299451?v=4,,,
CMEPS,The Community Mediator for Earth Prediction Systems (CMEPS) is a NUOPC-compliant Mediator component used for coupling Earth system model component.,ESCOMP,https://github.com/ESCOMP/CMEPS.git,github,,Earth and Climate Modeling,"2022/08/31, 20:06:23",10,0,3,true,Fortran,Earth System Community Modeling Portal,ESCOMP,"Fortran,Python,CMake,Makefile,C,Shell",https://escomp.github.io/CMEPS/,,"2019/04/08, 15:18:16",1245,CUSTOM,213,2855,"2022/08/31, 20:06:24",54,172,255,95,4,4,1.2,0.5905275779376499,,,0,49,false,,false,false,,,https://github.com/ESCOMP,https://escomp.github.io/,,,,https://avatars.githubusercontent.com/u/33552285?v=4,,,
E3SM,A state-of-the-art fully coupled model of the Earth's climate including important biogeochemical and cryospheric processes.,E3SM-Project,https://github.com/E3SM-Project/E3SM.git,github,"climate-model,climate-science,climate,fortran,e3sm,snl-applications",Earth and Climate Modeling,"2022/09/02, 17:00:40",225,0,39,true,Fortran,Energy Exascale Earth System Model Project,E3SM-Project,"Fortran,C++,TeX,Python,HTML,Perl,C,NCL,Shell,CMake,NewLisp,Makefile,JavaScript,XSLT,Roff,sed,MATLAB,CSS,Pascal,NASL,Puppet,Forth,Assembly,Raku,SourcePawn",https://e3sm.org,,"2014/07/03, 19:04:08",2985,CUSTOM,1747,44168,"2022/08/31, 19:33:42",359,3435,4796,636,4,32,0.9,0.8789336892385502,"2022/02/04, 22:15:32",archive/Sinha_GMD_2022_per_crops,0,188,false,,false,true,,,https://github.com/E3SM-Project,http://e3sm.org,,,,https://avatars.githubusercontent.com/u/7558558?v=4,,,
E3SM Diagnostics Package,Diagnostics package constructed for supporting the diagnostics task of DOE's Energy Exascale Earth System Model (E3SM) project.,E3SM-Project,https://github.com/E3SM-Project/e3sm_diags.git,github,,Earth and Climate Modeling,"2022/09/01, 21:38:29",27,0,13,true,Python,Energy Exascale Earth System Model Project,E3SM-Project,"Python,Shell,HTML",https://e3sm-project.github.io/e3sm_diags,",https://doi.org/10.5281/zenodo.1036779","2017/06/29, 18:03:07",1893,BSD-3-Clause,66,1560,"2022/09/01, 21:26:29",43,277,575,93,3,0,1.8,0.4806902218570255,"2022/07/11, 23:48:12",v2.7.0,0,8,false,,false,false,,,https://github.com/E3SM-Project,http://e3sm.org,,,,https://avatars.githubusercontent.com/u/7558558?v=4,,,
MDTF-diagnostics,Analysis framework and collection of process-oriented diagnostics for weather and climate simulations.,NOAA-GFDL,https://github.com/NOAA-GFDL/MDTF-diagnostics.git,github,,Earth and Climate Modeling,"2022/08/17, 19:03:05",29,0,12,true,Python,NOAA - Geophysical Fluid Dynamics Laboratory,NOAA-GFDL,"Python,NCL,HTML,Shell,MATLAB,R,Cython",,",https://doi.org/10.22033/ESGF/CMIP6.8594\n\nKrasting,https://doi.org/10.22033/ESGF/CMIP6.8597\n\nE,https://doi.org/10.1175/BAMS-D-18-0042.1","2019/05/29, 13:49:25",1194,CUSTOM,56,2257,"2022/07/28, 19:57:19",32,213,313,150,38,9,2.0,0.3616786305908338,"2022/04/29, 19:54:21",v3.0.beta.4,0,10,false,,false,true,,,https://github.com/NOAA-GFDL,www.gfdl.noaa.gov,"Princeton, New Jersey",,,https://avatars.githubusercontent.com/u/11219395?v=4,,,
The Community Earth System Model,"Composed of separate models simultaneously simulating the Earth's atmosphere, ocean, land, river run-off, land-ice, and sea-ice, plus one central coupler/moderator component, it allows researchers to conduct fundamental research into the Earth's past, present, and future climate states.",ESCOMP,https://github.com/ESCOMP/CESM.git,github,"climate,climate-model,ncar",Earth and Climate Modeling,"2022/08/18, 19:37:45",213,0,56,true,Python,Earth System Community Modeling Portal,ESCOMP,"Python,Makefile,Shell,Common Lisp",http://www.cesm.ucar.edu/,,"2017/11/15, 18:10:55",1754,CUSTOM,91,822,"2022/06/30, 13:57:36",23,139,190,25,66,1,1.3,0.5769828926905132,"2021/05/25, 22:42:57",cesm2_3_beta03,0,15,false,,true,false,,,https://github.com/ESCOMP,https://escomp.github.io/,,,,https://avatars.githubusercontent.com/u/33552285?v=4,,,
ClimateBase.jl,A Julia package offering basic functionality for analyzing data that are typically in the form used by climate sciences.,JuliaClimate,https://github.com/JuliaClimate/ClimateBase.jl.git,github,"climate,data,analysis,spatiotemporal,julia,hacktoberfest",Earth and Climate Modeling,"2022/08/12, 09:46:53",35,0,13,true,Julia,,JuliaClimate,Julia,https://juliaclimate.github.io/ClimateBase.jl/dev/,,"2019/05/13, 19:02:32",1210,CUSTOM,48,268,"2022/08/12, 09:46:56",21,66,78,21,23,1,0.0,0.17842323651452285,"2022/06/28, 09:35:51",v0.16.3,5,7,false,,false,false,,,https://github.com/JuliaClimate,,,,,https://avatars.githubusercontent.com/u/41747566?v=4,,,
CLIMA-Land,"Everything within the Land model (Soil Plant Atmosphere Module, Land Hydrology, etc).",CliMA,https://github.com/CliMA/Land.git,github,"soil-plant-atmosphere,fluorescence,canopy,sif,julia,land-surface-model",Earth and Climate Modeling,"2022/05/23, 20:52:50",64,0,24,true,Julia,Climate Modeling Alliance,CliMA,"Julia,Jupyter Notebook",,",https://doi.org/10.5194/gmd-14-6741-2021,https://doi.org/10.1016/j.rse.2021.112497,https://doi.org/10.5194/bg-19-29-2022","2019/05/23, 01:32:54",1201,Apache-2.0,14,277,"2022/05/23, 21:10:13",7,42,46,5,104,0,0.0,0.46759259259259256,"2021/12/22, 17:46:59",v0.1.0.2,0,6,false,,false,false,,,https://github.com/CliMA,https://clima.caltech.edu,,,,https://avatars.githubusercontent.com/u/43161188?v=4,,,
TECA,"The Toolkit for Extreme Climate Analysis, contains a collection of climate anlysis algorithms targetted at extreme event detection and analysis.",LBL-EESA,https://github.com/LBL-EESA/TECA.git,github,,Earth and Climate Modeling,"2022/09/02, 17:00:53",37,0,7,true,C++,LBL-EESA,LBL-EESA,"C++,Python,CMake,SWIG,Shell,Cuda,C",,",https://doi.org/10.5281/zenodo.6640287","2015/12/17, 17:46:48",2453,CUSTOM,249,1894,"2022/09/02, 17:00:54",142,321,582,50,2,15,0.5,0.06708463949843257,"2022/06/22, 17:48:22",5.0.0,1,6,false,,false,false,,,https://github.com/LBL-EESA,http://eesa.lbl.gov/,"Berkeley, CA",,,https://avatars.githubusercontent.com/u/15636701?v=4,,,
Climate_Indices,Contains Python implementations of various climate index algorithms which provide a geographical and temporal picture of the severity of precipitation and temperature anomalies useful for climate monitoring and research.,monocongo,https://github.com/monocongo/climate_indices.git,github,,Earth and Climate Modeling,"2021/12/01, 14:04:15",216,0,73,true,Python,,,"Python,Jupyter Notebook",,,"2017/06/13, 15:21:07",1909,CUSTOM,31,1128,"2022/08/04, 13:24:45",88,208,384,23,31,4,2.0,0.027156549520766737,"2018/05/15, 17:30:17",v0.1.0-beta,0,7,false,,true,true,,,,,,,,,,,
The Global Environmental Multiscale Model,"An integrated forecasting and data assimilation system developed by the Atmospheric Numerical Prediction Research Section, Meteorological Research Division, of Environment and Climate Change Canada.",eccc/gem,https://gitlab.com/eccc/gem/gem,gitlab,,Earth and Climate Modeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClimateMachine.jl,Climate Machine: an Earth System Model that automatically learns from data.,CliMA,https://github.com/CliMA/ClimateMachine.jl.git,github,"climate,climate-change,julia,gpu",Earth and Climate Modeling,"2021/12/08, 07:42:33",422,0,100,true,Julia,Climate Modeling Alliance,CliMA,Julia,https://clima.github.io/ClimateMachine.jl/latest/,",https://zenodo.org/badge/latestdoi/162166244\n\nFor","2018/12/17, 17:24:31",1357,CUSTOM,15,4211,"2021/12/09, 00:46:48",318,1638,1987,16,270,165,0.9,0.7483900643974242,"2020/10/02, 21:03:21",v0.2.0,1,43,false,,false,false,,,https://github.com/CliMA,https://clima.caltech.edu,,,,https://avatars.githubusercontent.com/u/43161188?v=4,,,
atlas,A library for numerical weather prediction and climate modeling.,ecmwf,https://github.com/ecmwf/atlas.git,github,,Earth and Climate Modeling,"2022/08/22, 16:07:46",67,0,17,true,C++,European Centre for Medium-Range Weather Forecasts,ecmwf,"C++,Fortran,CMake,Shell,C,Cuda,Python,GLSL",https://sites.ecmwf.int/docs/atlas,",https://doi.org/10.1016/j.cpc.2017.07.006,https://doi.org/10.1016/j.cpc.2017.07.006"",\nurl","2018/02/26, 13:44:07",1651,Apache-2.0,206,4569,"2022/08/22, 16:09:55",10,76,99,38,13,2,1.0,0.33375188347564033,"2022/08/22, 16:15:00",0.30.0,0,28,false,,false,false,,,https://github.com/ecmwf,www.ecmwf.int,"Shinfield Park, Reading, United Kingdom",,,https://avatars.githubusercontent.com/u/6368067?v=4,,,
MOM6,A numerical representation of the ocean fluid with applications from the process scale to the planetary circulation scale.,NOAA-GFDL,https://github.com/NOAA-GFDL/MOM6.git,github,,Earth and Climate Modeling,"2022/08/30, 13:21:24",3,0,3,true,Fortran,NOAA - Geophysical Fluid Dynamics Laboratory,NOAA-GFDL,"Fortran,M4,Python,Makefile,C,Shell",,,"2021/11/12, 20:39:58",296,CUSTOM,646,10500,"2022/08/20, 23:24:11",7,181,193,193,15,4,1.8,0.6891576198983098,,,0,60,false,,false,false,,,https://github.com/NOAA-GFDL,www.gfdl.noaa.gov,"Princeton, New Jersey",,,https://avatars.githubusercontent.com/u/11219395?v=4,,,
MOM5,A numerical ocean model based on the hydrostatic primitive equations. Development of the model is managed through this GitHub site.,mom-ocean,https://github.com/mom-ocean/MOM5.git,github,,Earth and Climate Modeling,"2022/05/04, 02:19:20",74,0,9,true,Fortran,Modular Ocean Model (Community Supported Version),mom-ocean,"Fortran,C,C++,TeX,Shell,Pawn,HTML,Makefile,Perl,Python,Pascal,NASL,CMake,Gnuplot,Pan,CSS,Assembly",https://mom-ocean.github.io/,,"2012/06/27, 04:29:44",3721,GPL-2.0,26,965,"2022/05/04, 02:19:20",61,229,309,21,124,6,0.3,0.5295508274231678,"2014/03/24, 03:51:28",5.1.0,0,19,false,,false,false,,,https://github.com/mom-ocean,https://mom-ocean.github.io,,,,https://avatars.githubusercontent.com/u/26398454?v=4,,,
CMIP6 Datasets,Provides an access to the outputs of the current phase 6 of the Coupled Model Intercomparison Project (CMIP). CMIP6 global climate models give a base to (almost) all we may know for the climate of the future.,,,custom,,Earth and Climate Modeling,,,,,,,,,,https://pcmdi.github.io/CMIP6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hector,"An open source, object-oriented, simple global climate carbon-cycle model.",JGCRI,https://github.com/JGCRI/hector.git,github,"climate-model,hector,science,climate,climate-change",Earth and Climate Modeling,"2022/07/06, 15:33:37",75,0,8,true,C++,Joint Global Change Research Institute,JGCRI,"C++,R,C,Shell,Makefile",https://jgcri.github.io/hector,,"2014/08/12, 21:20:53",2945,GPL-3.0,1,1128,"2022/08/11, 13:53:15",57,272,578,156,24,1,1.4,0.749685534591195,"2021/04/26, 18:26:19",rcmip-tier1,0,16,false,,false,true,,,https://github.com/JGCRI,http://globalchange.umd.edu,"College Park, MD, USA",,,https://avatars.githubusercontent.com/u/8431983?v=4,,,
pyhector,A Python interface for the simple global climate carbon-cycle model Hector.,openclimatedata,https://github.com/openclimatedata/pyhector.git,github,"climate-model,hector-model,python-wrapper",Earth and Climate Modeling,"2022/01/12, 18:31:15",34,2,2,true,Python,Open Climate Data,openclimatedata,"Python,C++,Makefile,TeX,Shell,Dockerfile",http://pyhector.readthedocs.io/en/latest/,",https://doi.org/10.5194/gmd-8-939-2015,https://doi.org/10.21105/joss.00248\n,https://zenodo.org/record/1194599\n","2017/01/24, 17:14:54",2049,AGPL-3.0,11,444,"2022/01/12, 17:32:10",6,21,56,2,235,2,0.0,0.26960784313725494,"2022/01/12, 17:41:33",v2.4.0.1,0,2,false,,false,true,"transformaps/global-emissions,openscm/openscm",,https://github.com/openclimatedata,https://openclimatedata.net,"Potsdam, Germany",,,https://avatars.githubusercontent.com/u/20420557?v=4,,,
NorESM,Norwegian Earth System Model and Documentation.,NorESMhub,https://github.com/NorESMhub/NorESM.git,github,"noresm,cesm,norwegian",Earth and Climate Modeling,"2022/08/26, 17:03:34",18,0,5,true,Python,Norwegian Earth System Modeling hub,NorESMhub,"Python,Makefile,Common Lisp,C",https://NorESM-docs.readthedocs.io/en/latest,",https://doi.org/10.5281/zenodo.3905091","2018/12/15, 22:57:59",1359,CUSTOM,163,1146,"2022/08/25, 12:37:21",10,260,343,55,10,2,1.3,0.5640756302521008,"2021/11/01, 13:52:50",feature-noresm2.0.2_keyClim_v02,0,30,false,,false,true,,,https://github.com/NorESMhub,https://NorESM-docs.readthedocs.io/en/latest,,,,https://avatars.githubusercontent.com/u/12492281?v=4,,,
CliMT,A Toolkit for building Earth system models in Python.,CliMT,https://github.com/CliMT/climt.git,github,"atmospheric-modelling,climate-model,python",Earth and Climate Modeling,"2021/04/30, 07:32:59",120,3,24,true,Fortran,,CliMT,"Fortran,Python,Makefile",https://climt.readthedocs.io,",https://zenodo.org/badge/latestdoi/74854230\n","2016/11/26, 22:32:37",2108,CUSTOM,0,1333,"2022/09/03, 02:18:53",36,57,121,3,2,4,1.4,0.2840283241542093,"2021/04/30, 12:57:18",v.0.16.25,0,9,false,,false,true,"diegojco/konrad,hgpeterson/mebm,atmtools/konrad",,https://github.com/CliMT,,,,,https://avatars.githubusercontent.com/u/23116436?v=4,,,
climlab,A Python package for process-oriented climate modeling.,climlab,https://github.com/climlab/climlab.git,github,"python,climate-model,educational-software,climate-science",Earth and Climate Modeling,"2022/05/24, 17:50:41",162,13,27,true,Jupyter Notebook,climlab,climlab,"Jupyter Notebook,Python,TeX,Shell",,",https://doi.org/10.21105/joss.00659\n\n\nDependencies\n-----------------\n\nThese,https://doi.org/10.21105/joss.00659\n,https://zenodo.org/badge/latestdoi/24968065\n","2014/10/09, 01:14:02",2888,MIT,51,1545,"2022/05/24, 17:50:44",27,78,144,13,103,2,0.0,0.0873854827343199,"2022/05/24, 02:34:38",v0.8.1,0,10,false,,false,false,"amaurylancelin/npFDT,jataware/climlab-ebm,80r3d/tag-ez,darshanvjani/Taxonomy-Classification,achalrajyaguru/HumAIn-Taxonomy-Classification,Pustiu/insolation_calculator,DS4Earth/sp2020,andygimma/insolation_calculator,rushi-the-neural-arch/OpenAI-NLP-Hackathon-Symbiosis-University,rushi-the-neural-arch/TCS-HumAIn---Taxonomy-Classification,paleovar/lowEBMs,BenniSchmiedel/Low-dimensional-EBMs,brian-rose/pyCESM",,https://github.com/climlab,,,,,https://avatars.githubusercontent.com/u/83652930?v=4,,,
FAIR,Finite Amplitude Impulse-Response simple climate-carbon-cycle model.,OMS-NetZero,https://github.com/OMS-NetZero/FAIR.git,github,,Earth and Climate Modeling,"2021/09/10, 13:25:37",73,16,16,true,Jupyter Notebook,,OMS-NetZero,"Jupyter Notebook,Python,Makefile",https://fair.readthedocs.io/en/latest/,",https://doi.org/10.5194/gmd-11-2273-2018,https://doi.org/10.5281/zenodo.1247898\n","2017/06/26, 06:18:37",1896,Apache-2.0,21,397,"2021/09/23, 08:45:23",19,68,90,5,346,5,1.2,0.08469055374592838,"2021/09/10, 13:39:52",v1.6.4,0,4,false,,false,false,"samarchie/phys430,cemac/volc2clim,girafe-ai/msai-python,GulenYilmaz/week10-QA-ThursdayLab-Confirmation-and-Exploratory-Testing,vduseev/number-encoding,chrisroadmap/ar6,ProjectDrawdown/global-research-platform,ProjectDrawdown/solutions,tpltnt/solutions,J0ANMM/CarbonFutures,hannesk95/COVID-19_and_CO2,openscm/openscm-runner,cemac/jupyterhub_provisioning,stujen/pyMAGICC6-SPMfig1,chrisroadmap/fair_online,openscm/openscm",,https://github.com/OMS-NetZero,,,,,https://avatars.githubusercontent.com/u/26712044?v=4,,,
CLIMADA,"Stands for CLIMate ADAptation and is a probabilistic natural catastrophe impact model, that also calculates averted damage (benefit) thanks to adaptation measures of any kind (from grey to green infrastructure, behavioural, etc.).",CLIMADA-project,https://github.com/CLIMADA-project/climada_python.git,github,,Earth and Climate Modeling,"2022/07/20, 08:43:18",170,1,74,true,Jupyter Notebook,Weather and Climate Risks Group,CLIMADA-project,"Jupyter Notebook,Python,Makefile,Shell",,",https://zenodo.org/badge/latestdoi/112729129,https://zenodo.org/search?page=1&size=20&q=climada,https://doi.org/10.5194/gmd-12-3085-2019\n\nBresch,https://doi.org/10.5194/gmd-14-351-2021\n\nPlease","2017/12/01, 10:47:53",1738,GPL-3.0,477,3770,"2022/08/17, 09:38:30",58,314,473,239,18,6,1.3,0.6318778842740504,"2022/07/07, 14:57:00",v3.2.0,0,24,false,,false,false,CLIMADA-project/climada_petals,,https://github.com/CLIMADA-project,www.wcr.ethz.ch,"Zurich, Switzerland",,,https://avatars.githubusercontent.com/u/44439051?v=4,,,
ClimateMARGO.jl,"A Julia implementation of MARGO, an idealized framework for optimization of climate change control strategies.",ClimateMARGO,https://github.com/ClimateMARGO/ClimateMARGO.jl.git,github,,Earth and Climate Modeling,"2022/02/10, 04:18:33",54,0,17,true,Julia,ClimateMARGO,ClimateMARGO,Julia,,,"2020/05/25, 16:43:47",832,MIT,25,229,"2022/01/12, 21:27:46",18,54,66,12,235,4,0.2,0.08457711442786064,"2022/01/12, 21:45:55",v0.3.2,1,3,false,,false,false,,,https://github.com/ClimateMARGO,,,,,https://avatars.githubusercontent.com/u/73409911?v=4,,,
ClimateTools.jl,"A collection of commonly-used tools in climate science. Basics of climate field analysis are covered, with some forays into exploratory techniques associated with climate scenarios design.",JuliaClimate,https://github.com/JuliaClimate/ClimateTools.jl.git,github,"climate-indices,climate-science,netcdf-files,julia,parallel-computing,multiple-threads,timeseries,climate-analysis,bias-correction",Earth and Climate Modeling,"2022/01/10, 17:54:13",106,0,32,true,Julia,,JuliaClimate,Julia,https://juliaclimate.github.io/ClimateTools.jl/stable/,",https://zenodo.org/badge/latestdoi/76293821","2016/12/12, 20:41:47",2092,CUSTOM,4,1375,"2022/01/10, 17:54:14",43,145,182,3,237,33,0.0,0.034421888790820865,"2021/09/03, 00:08:30",v0.23.1,0,11,false,,false,false,,,https://github.com/JuliaClimate,,,,,https://avatars.githubusercontent.com/u/41747566?v=4,,,
MetSim,A meteorological simulator and forcing disaggregator for hydrologic modeling and climate applications.,UW-Hydro,https://github.com/UW-Hydro/MetSim.git,github,"meteorology,disaggregation,hydrology,climate,mtclim",Earth and Climate Modeling,"2022/03/31, 19:27:42",44,0,11,true,Python,UW Hydro | Computational Hydrology,UW-Hydro,"Python,TeX",http://metsim.readthedocs.io/,",https://doi.org/10.21105/joss.02042,https://zenodo.org/badge/latestdoi/69834400,https://doi.org/10.21105/joss.02042\n\nOr,https://doi.org/10.21105/joss.02042","2016/10/03, 02:08:03",2163,GPL-3.0,4,681,"2022/03/31, 19:27:43",23,146,230,6,157,1,0.0,0.08585858585858586,"2022/03/31, 19:28:39",2.4.1,0,8,false,,false,true,,,https://github.com/UW-Hydro,https://uw-hydro.github.io/,"Seattle, WA",,,https://avatars.githubusercontent.com/u/3475662?v=4,,,
ESMF,"The Earth System Modeling Framework is a suite of software tools for developing high-performance, multi-component Earth science modeling applications.",esmf-org,https://github.com/esmf-org/esmf.git,github,,Earth and Climate Modeling,"2022/09/03, 18:21:33",86,0,31,true,Fortran,Earth System Modeling Framework,esmf-org,"Fortran,C++,C,PostScript,TeX,Jupyter Notebook,Makefile,Python,Perl,Jinja,HTML,CMake,Shell,CSS,M4,Roff,XSLT,Pawn,Pascal,Assembly,Awk,NewLisp",,,"2020/02/03, 17:42:01",944,CUSTOM,513,26381,"2022/09/02, 20:49:46",12,51,51,29,2,10,0.4,0.6796144031755033,"2022/06/08, 18:23:08",v8.3.0,0,36,false,,false,false,,,https://github.com/esmf-org,,,,,https://avatars.githubusercontent.com/u/60195040?v=4,,,
RegESM,Regional Earth System Model is designed to be a state-of-art coupled modeling system that allows using variety of different earth system model components as well as their integration with co-processing tool.,uturuncoglu,https://github.com/uturuncoglu/RegESM.git,github,"esmf,atmosphere,ocean,coupled,regional,roms,regcm,mitgcm",Earth and Climate Modeling,"2020/01/29, 19:48:30",37,0,5,false,Fortran,,,"Fortran,Shell,C++,M4,Makefile,Python",,",https://zenodo.org/badge/latestdoi/7665906,https://doi.org/10.1145/3364228.3364231,https://doi.org/10.5194/gmd-12-233-2019","2013/01/17, 12:33:51",3517,MIT,0,357,"2018/11/27, 20:20:24",5,0,16,0,1377,0,0,0.011940298507462699,"2020/12/22, 21:25:22",1.2.0_enea,0,3,false,,false,false,,,,,,,,,,,
gis4wrf,A free and open source QGIS plug-in to help researchers and practitioners with their Advanced Research Weather Research and Forecasting modeling workflows.,GIS4WRF,https://github.com/GIS4WRF/gis4wrf.git,github,"qgis-plugin,wrf,wps,weather,nwp,atmospheric-science,atmospheric-modelling,gis,python,plotting,meteorology,netcdf,grib,scientific-computing,scientific-computations,academia,urban-planning,simulation,air-quality,forecasting-models",Earth and Climate Modeling,"2022/02/12, 20:13:29",121,0,32,true,Python,,GIS4WRF,Python,https://gis4wrf.github.io,",https://doi.org/10.1016/j.envsoft.2018.10.018,https://doi.org/10.5281/zenodo.1288569,https://doi.org/10.1016/j.envsoft.2018.10.018,https://doi.org/10.5281/zenodo.1288569","2018/06/13, 13:03:39",1544,MIT,19,165,"2022/07/26, 11:13:49",25,59,217,31,40,0,0.1,0.38414634146341464,"2022/02/13, 10:11:10",0.14.7,0,3,false,,false,false,,,https://github.com/GIS4WRF,https://gis4wrf.github.io,,,,https://avatars.githubusercontent.com/u/37047890?v=4,,,
MPAS,"The Model for Prediction Across Scales is a collaborative project for developing atmosphere, ocean, and other earth-system simulation components for use in climate, regional climate, and weather studies.",MPAS-Dev,https://github.com/MPAS-Dev/MPAS-Model.git,github,,Earth and Climate Modeling,"2022/03/24, 19:58:40",172,0,22,true,Fortran,,MPAS-Dev,"Fortran,Python,C,C++,Makefile,PHP,Shell,MATLAB,Roff,SourcePawn,Pascal",,,"2013/06/10, 19:25:32",3373,MIT,23,5531,"2022/08/30, 22:35:13",99,767,892,71,5,42,3.2,0.810784071234232,"2022/03/24, 20:19:10",v7.3,0,38,false,,false,false,,,https://github.com/MPAS-Dev,,,,,https://avatars.githubusercontent.com/u/4063217?v=4,,,
pymt,A Python toolkit for running and coupling Earth surface models.,csdms,https://github.com/csdms/pymt.git,github,,Earth and Climate Modeling,"2022/05/14, 20:28:19",44,0,15,true,Jupyter Notebook,Community Surface Dynamics Modeling System,csdms,"Jupyter Notebook,Python,Makefile",,,"2014/03/06, 18:46:48",3104,MIT,13,1301,"2022/05/14, 20:28:22",19,124,142,18,113,4,0.1,0.18125643666323377,"2021/06/18, 15:04:41",v1.3.1,0,6,false,,false,true,,,https://github.com/csdms,http://csdms.colorado.edu,,,,https://avatars.githubusercontent.com/u/6618239?v=4,,,
Dragonfly for Grasshopper,Legacy dragonfly plugin for large-scale climate and urban heat island modeling.,ladybug-tools,https://github.com/ladybug-tools/dragonfly-legacy.git,github,,Earth and Climate Modeling,"2021/11/15, 21:49:02",38,0,2,true,Python,Ladybug Tools,ladybug-tools,Python,,,"2015/09/21, 03:56:45",2541,CUSTOM,2,249,"2022/06/24, 16:12:26",4,34,78,2,72,0,0.0,0.27142857142857146,,,0,6,false,,false,false,,,https://github.com/ladybug-tools,ladybug.tools,Worldwide,,,https://avatars.githubusercontent.com/u/14942270?v=4,,,
pyOSOAA,A python interface for the Ocean Successive Orders with Atmosphere radiative transfer.,fnemina,https://github.com/fnemina/pyOSOAA.git,github,"radiative-transfer,radiative-transfer-models,ocean-sciences,atmospheric-science",Earth and Climate Modeling,"2022/08/24, 14:23:10",10,0,3,true,Python,,,"Python,Fortran",,,"2019/01/14, 18:26:11",1329,GPL-3.0,2,178,"2022/08/24, 14:23:11",11,12,33,2,11,0,0.2,0.0,"2021/04/16, 12:03:25",v1.4,0,1,false,,false,false,,,,,,,,,,,
ECRAD,A radiation scheme suitable for use in atmospheric weather and climate models.,ecmwf,https://github.com/ecmwf-ifs/ecrad.git,github,,Earth and Climate Modeling,"2022/08/24, 11:59:46",29,0,12,true,Fortran,European Centre for Medium-Range Weather Forecasts,ecmwf-ifs,"Fortran,C,Python,MATLAB,Makefile,Jupyter Notebook,Perl,Shell,C++",https://confluence.ecmwf.int/display/ECRAD,,"2020/08/27, 11:15:00",738,Apache-2.0,49,260,"2022/02/02, 15:13:32",5,5,5,1,214,5,0.0,0.19026548672566368,,,0,6,false,,false,false,,,https://github.com/ecmwf-ifs,https://www.ecmwf.int,"Shinfield Park, Reading, United Kingdom",,,https://avatars.githubusercontent.com/u/84339824?v=4,,,
